PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision
134,06/01/2025,7:08:57 PM,2,1,Logan Barnett,,Right,Normal cornbelters,Jordan Luna,,Right,Danville dans 2025,Stretch,5,Top,1,0,0,Sinker,,BallCalled,,,,,,,86.46337174159918,-1.9394057939681144,-8.15024783490356,2071.435124734437,222.9929340394238,1:30,5.808956860016028,4.834574648570358,6.000000192000004,-25.84496413286374,12.9254074555699,6.574682494295356,1.833651278412901,2.243831978112669,77.59595114299684,-6.786875378505878,-6.92299929901716,0.4481480428994472,,,,,,,,,,,,-6.320775139037623,7.651236711598775,-4.169994099402087,50.00000000000001,5.634339456644632,17.605541261734356,-124.353484628311,-5.055186897668924,-9.698164661532855,29.62021475262457,-20.434515769147914,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,bca12fa5-6a48-4b99-9231-02ce19d0b890,86.71377864556901,5.808242025825139,4.83989601290259,-1.9318767749846664,-8.213502971346848,77.8008100740429,1.8350647425894648,-2.247994617668847,-6.763753911488793,-6.98524699451541,0.4479592878454944,7.180925340101479,11.56408468248652,-58.14746567798097,84.47199737057495,1093.168463674544,-1759.4960034086494,52.77348301287933,-0.3860052047223179,-0.8494091764685225,-0.3598666876196625,,,,,,,,,,,,,,,,,0.9965262212663546,0.0,,,medium,high,13.975202366482534,2.4012423730046395,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
135,06/01/2025,7:09:15 PM,2,2,Logan Barnett,,Right,Normal cornbelters,Jordan Luna,,Right,Danville dans 2025,Stretch,5,Top,1,1,0,Sinker,,BallCalled,,,,,,,88.33289335363744,-2.499327667452159,-8.166644216262513,2152.9347546296544,222.3047918711293,1:30,5.833042168700325,4.509626137163923,6.000000192000004,-24.92721054272268,12.26366410639982,5.475082016890986,1.4076284122536462,2.675965756081172,79.31345197869601,-7.168057754956518,-7.145004048493069,0.4389243943129275,,,,,,,,,,,,-5.741419141682188,7.487768781772617,-3.8430445868614265,49.99999999999996,5.612809526479064,18.050142804524945,-126.98558905247788,-6.38863074415188,-9.18249191352822,30.98061212291457,-20.19854760778158,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,9f60b43e-586e-416e-96e8-e3b7da83ed67,88.5885240896586,5.832217750196489,4.514582294353224,-2.490559042433192,-8.224984592741027,79.51981462040324,1.4090570479495823,-2.679715308461437,-7.144740558153072,-7.201278507446809,0.4387392686854436,6.034764798862743,10.931824440951868,-61.877450621911606,71.12333709739993,1014.80518773303,-1898.762357074308,47.135900683975706,-0.3486052459038748,-0.8819414304085267,-0.3172596662944427,,,,,,,,,,,,,,,,,0.9467914089044118,0.0,,,medium,high,25.988996612340102,14.462092857945544,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Sinker,Fastball,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
136,06/01/2025,7:09:36 PM,2,3,Logan Barnett,,Right,Normal cornbelters,Jordan Luna,,Right,Danville dans 2025,Stretch,5,Top,1,2,0,Sinker,,BallCalled,,,,,,,86.74088355453378,-2.802946658241229,-4.490936453498049,2010.6476917875937,222.7614811069837,1:30,6.361854449062448,4.39885625682543,6.000000192000004,-23.68825203620237,14.317120685693476,9.215480229574446,1.772683098106236,-0.984396400088562,77.99796145102353,-7.263991809356606,-2.748279967423869,0.4437046912133596,,,,,,,,,,,,-6.490669369026569,8.684702618033153,-4.037639348532172,49.99999999999999,6.11892604922829,9.573587582717412,-125.5660180376857,-6.908673274335909,-10.16099751502488,30.040878669879937,-18.57834216302285,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,ce180426-41f9-4d72-8fca-d94b698c413e,86.98518840453733,6.361924572794647,4.404752731108509,-2.804850543323812,-4.561570217867976,78.19605491457888,1.773423961546276,0.9798260441247202,-7.251314516945585,-2.817753137847916,0.4435198788498122,9.882573903318477,13.076097434730844,-43.47036049623321,25.121885261781845,1459.1880729058994,-1383.2838856792723,72.57303598566233,-0.5328214143287764,-0.6879792473486217,-0.4927330876349854,,,,,,,,,,,,,,,,,0.9858504503196978,0.0,,,medium,high,67.39030326439634,-18.60454048772264,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Sinker,Fastball,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-2
137,06/01/2025,7:09:55 PM,2,4,Logan Barnett,,Right,Normal cornbelters,Jordan Luna,,Right,Danville dans 2025,Stretch,5,Top,1,3,0,Sinker,,HitByPitch,,,Walk,0.0,0.0,,86.50565992483229,-1.311088488038046,-3.0134864825777843,1931.3453027738,222.4311735374589,1:30,6.278713487426165,4.6717949416152535,6.000000192000004,-23.01909157707366,15.036456500818892,10.753084017326476,3.140038078141055,-2.764584684789372,77.5730269386559,-5.667241336349604,-0.9731561722003936,0.4439974879428467,,,,,,,,,,,,-6.8382607395648565,8.578521673076613,-4.432332058057443,50.0,6.158425097355366,6.272661564997793,-125.5440163398998,-3.597526342336173,-10.68770877804902,30.326787766271966,-18.76643837024824,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,a4c91012-694e-4bfb-b39b-731dfadfcf2a,86.75231845782203,6.279141473208362,4.678112137128212,-1.3174654371944714,-3.088669823738846,77.77252111153959,3.140504480791872,2.7597652446289995,-5.6588323591218455,-1.0474118585972558,0.4438083575216068,11.460325774916134,13.777528345210117,-34.870150400920544,18.932350007707395,1584.5719339170705,-1104.1858832591256,82.04498344450923,-0.6055644697447424,-0.5717185226656739,-0.5535608402188038,,,,,,,,,,,,,,,,,0.9977446836087543,0.0,,,medium,high,72.96088499306335,5.69105137665812,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
138,06/01/2025,7:10:27 PM,3,1,Logan Barnett,,Right,Normal cornbelters,Jorge Santana,,Right,Danville dans 2025,Stretch,5,Top,1,0,0,Curveball,,StrikeCalled,,,,,,,75.61478729173514,1.680969612371905,-1.9517409826594672,2322.581004300488,44.76431381050019,7:30,5.669685917342311,2.973495126213918,6.000000192000004,-56.2833253769938,-6.17677931867285,-11.09764734766201,2.543046601472474,-0.2340534693410638,67.9883116791393,-8.95826095090366,-4.06276971308003,0.5094701644169761,,,,,,,,,,,,5.3071602615703615,-3.957820007977917,-2.808073059067804,50.000000000000014,5.774358222487524,4.041538065939102,-109.74814224563336,1.6930414938466347,6.287342505739398,24.608556615291985,-36.86284147088314,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,619f461c-364b-454f-95b1-e23705aaa9ad,75.77727418959645,5.656126113027093,2.974130115947361,1.842059658427778,-1.959769075237384,68.08388981811926,2.554252451140151,0.2338483343770444,-8.79112070716079,-4.065539991021468,0.5093105367664126,-11.018089343132411,-9.720724292656694,-53.30742715170216,33.490026393416066,1387.7913945917228,-1862.368805214108,59.75212024993274,0.4242457148738364,-0.8018531115882496,0.4207697242523869,,,,,,,,,,,,,,,,,0.9828930101888887,0.0,,,medium,high,59.858976245925525,59.68179798545712,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2
139,06/01/2025,7:10:43 PM,3,2,Logan Barnett,,Right,Normal cornbelters,Jorge Santana,,Right,Danville dans 2025,Stretch,5,Top,1,0,1,Sinker,,InPlay,,Throwdown,,1.0,0.0,,86.03169722287343,-0.7950466850457657,-7.814493640387053,2127.236662294303,218.52260873315691,1:15,5.804283659744659,5.326717577603074,6.000000192000004,-25.51678795402128,13.56178297706673,6.3570929061581145,2.9319990852081617,1.4516367327313315,77.04588745053856,-5.594928682185159,-6.625823692458064,0.4499257603056432,,,,,,,,,,,,-6.101213670303479,7.6077968242824126,-4.689895832769228,49.99999999999999,5.7241381123641055,16.806278195746067,-123.88868346863416,-2.523212377146684,-9.286179706816498,29.526795289416764,-20.594817600223585,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,0cb6e3dc-e77f-42aa-a651-856478e3fddb,86.28778497904325,5.803845158195984,5.332059090682328,-0.7912223685098937,-7.877242083222264,77.25348087076783,2.9332095737665416,-1.455745687580526,-5.575036017967251,-6.686859033455511,0.4497292378031166,6.9567918342449815,12.192938882472722,-57.92827285612049,81.28465974057903,1129.5211676363888,-1802.5864054936,53.09804911025549,-0.4154191998464493,-0.8473840440251926,-0.3307070763235133,,,,,,,,,,,,,,,,,0.9952813048419984,0.0,,,medium,high,16.84380623347887,55.77480492742933,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Sinker,Fastball,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2
140,06/01/2025,7:11:11 PM,4,1,Logan Barnett,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,Stretch,5,Top,2,0,0,Curveball,,InPlay,,FlyBall,Out,1.0,0.0,,75.89997765482194,1.757573433229893,-3.198674322811836,2273.915260301136,46.47695495920593,7:30,5.643192293512146,4.181673118603671,6.000000192000004,-55.06854602741985,-5.207521273550675,-11.101258919487629,2.690686377349376,-0.2806481573939735,68.19653329789176,-8.64431552280204,-5.305264597077463,0.5082204336396391,63.51948537817957,45.23517763400856,20.37985035233148,,37.63208816629115,103.36259449254922,58.20540030360457,192.84276566505497,,20.166301341987264,3.760787430103744,4.8509421264311055,-3.46472396511467,-3.914474506048591,50.00000000000004,5.7549695085339385,6.452278961715496,-110.04511413399968,1.8821533234456709,5.774254250203427,24.85628983819424,-36.29823753958085,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,bdb3b08c-d1d8-4432-9d8f-804419cdaa14,76.07006567276716,5.629884056954684,4.182259755626125,1.9135134954336916,-3.2060077331125854,68.29865585641001,2.701397031587047,0.2804974330870778,-8.483085024302135,-5.307227433087197,0.5080546135254358,-11.028063732615385,-8.727247459353826,-54.05483661600024,40.30906863744634,1334.812549543882,-1840.9144653162311,58.701068278468384,0.4042427195952604,-0.8095791859334448,0.4256399480283404,15.576994743352705,41.93040546914741,45.09903939849743,-0.2252358407135591,1.7928299034338278,2.8970517278340093,66.48180338182317,181.02072281495265,,,,,,,,,0.986197890387064,0.0,,30.441604389249957,medium,high,53.72183822629829,52.38600672110371,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,-1
141,06/01/2025,7:13:32 PM,1,1,Ab Trier,,Right,Danville dans 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,0,0,0,Slider,,StrikeCalled,,,,,,,78.66897449128092,-0.1625734388292807,-5.072862396186212,2087.826507995871,56.38360925019583,8:00,5.54225353817912,3.9143778595855263,6.000000192000004,-43.20404073318962,3.257957385260781,-3.8068686871930666,1.7902273382547746,1.1299056661943665,70.75001178110061,-8.293950700052449,-5.791705268307075,0.4905920021667309,,,,,,,,,,,,0.2544170514547084,1.8228146263217255,-3.497893296220203,49.999999999999964,5.50406230568958,10.215522456935789,-113.86673267906733,-1.54490344150169,0.3252390454280694,26.03288396779294,-29.84381862990883,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,aa17b448-4565-4f1e-9fe3-3086c27d6891,78.88359685260515,5.5345867972604506,3.9178608852614567,-0.0731035534794219,-5.114452800272208,70.90751124732098,1.7971249405586651,-1.132314035107324,-8.189947963726333,-5.827606247676373,0.4903915060295735,-3.4100337523326614,0.5941687133065018,-83.25191558423363,35.02920017323958,245.3283479896786,-2073.362855161365,11.75041829625835,0.0650538176065078,-0.9930723875862704,0.0978531237545511,,,,,,,,,,,,,,,,,0.9973862304987564,0.0,,,medium,high,121.52628015591564,0.7858042917941065,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Slider,Breaking,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
142,06/01/2025,7:13:43 PM,1,2,Ab Trier,,Right,Danville dans 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,0,0,1,Slider,,BallCalled,,,,,,,79.87056164738038,0.4919820057187052,-4.921635241644143,2119.583380076344,40.39737127238566,7:15,5.329078152250056,3.5318034305566544,6.000000192000004,-41.98428551676731,3.0492676178164686,-2.586881320185131,2.289335872420908,1.269190217141412,71.68748128808934,-7.428149354048863,-5.410394050465703,0.4829916575088219,,,,,,,,,,,,-0.3441202525541159,1.476852961429548,-3.128433517122132,50.00000000000002,5.3450962220461,10.031503278172352,-115.63327219989522,-0.2084258799963587,-0.4539302048019294,26.73441720568225,-30.22592778186809,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,d320b6f8-868d-442e-b9cf-65621302b55d,80.09251409003193,5.321639895448917,3.535776922748151,0.5779954232056098,-4.968630636764588,71.85004262756713,2.295885312514691,-1.271911535136108,-7.328308843293405,-5.451318787814538,0.4827927167895668,-2.139168554404502,0.4911324318852249,-84.97848696545508,31.47305899584523,185.52664121866212,-2111.4482163894004,8.752976786031404,0.0666598739650599,-0.9961619043801664,0.0567267261935922,,,,,,,,,,,,,,,,,0.9953069767397812,0.0,,,medium,high,118.32575309626074,-9.901841341842989,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Slider,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
143,06/01/2025,7:13:55 PM,1,2,Ab Trier,,Right,Danville dans 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,0,0,1,Sinker,,BallCalled,,,,,,,86.08562856222525,-1.9340051216307592,-7.323126982645792,1894.6992844649888,258.6675073452587,2:30,5.03046084807899,3.3029401245692225,6.000000192000004,-32.10103167577526,6.7819552572952375,18.07645563225838,0.5424517603516106,2.0340616645608103,77.3894619977443,-7.970587350166764,-3.927396428802631,0.4487984332467907,,,,,,,,,,,,-12.206234273540106,4.311116008833445,-2.7136583840192494,50.00000000000004,4.852943174165955,15.384683027969857,-124.0717553173097,-5.218853741151934,-18.683968384900883,28.99666530462862,-25.575064722396927,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,421c6dd3-15f3-4269-9941-e393f728653b,86.29961580353203,5.027098295719183,3.312585355252934,-1.894661815719953,-7.437257269107293,77.55120178323631,0.5457977579128261,-2.0416025984575747,-7.919293216700602,-4.04014626092506,0.4486423502383551,19.164440391655887,5.219519785584261,-23.51194166202248,30.412135923219264,1737.3955619298613,-755.8717086507228,91.69769451939462,-0.1801880081803585,-0.3989401985044609,-0.8990989932845083,,,,,,,,,,,,,,,,,0.9969007314542164,0.0,,,medium,high,62.629077669102685,9.756606297799276,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
144,06/01/2025,7:14:17 PM,1,3,Ab Trier,,Right,Danville dans 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,0,1,1,Sinker,,Foul,,,,,,,86.18470598615619,-0.8331548078325479,-5.034036230118492,1896.89578478609,253.45777978099247,2:30,5.651549785826874,3.934409681273954,6.000000192000004,-30.916987924288648,7.590790442959765,14.809302415139314,2.2977520471456896,-0.4778407909195953,77.32208671437138,-6.674139714407728,-2.2326501843892257,0.4466278023797034,,,,,,,,,,,,-9.715104547764588,4.388384714148947,-3.5318826809685087,50.00000000000002,5.565512985390623,10.531742722621129,-124.79032243233596,-2.7835549615363004,-15.006794199105483,29.89437177635541,-25.39536944437592,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,3fe4bcca-da94-4e0d-8425-e235d261bd79,86.41375182844318,5.6488136375315525,3.943390482593934,-0.8019867407402036,-5.140057390427663,77.49666380850469,2.300602469190106,0.4710863709914616,-6.629687868023889,-2.335437309806156,0.4464563851851081,15.812274949223909,6.000015825998239,-37.869531701824826,27.1859467128791,1497.4296952988373,-1164.4388888973383,78.94106293602735,-0.2247624187834002,-0.6138655050196394,-0.75673707246944,,,,,,,,,,,,,,,,,0.996096081723722,0.0,,,medium,high,65.5326479584088,5.096435942982112,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2
145,06/01/2025,7:14:34 PM,1,4,Ab Trier,,Right,Danville dans 2025,Charlie Graham,,Right,Normal cornbelters,Windup,5,Bottom,0,2,2,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,76.64942290548092,1.4479764082163606,-2.629250517395393,2295.485988620689,65.1924218874892,8:15,4.866783785975031,3.260671142444778,6.000000192000004,-48.53313533959139,0.2003456391794387,-9.516505352742602,2.1698007987905856,-0.0223034892964792,68.80801557529999,-7.731276388656731,-4.436314520774477,0.5024411943143589,57.09361933209397,-11.669852967695272,-32.81183244802412,,,,,12.263208286406025,,-25.927986033212783,0.114532914971174,4.213819645285932,-0.4107104247970098,-3.0408765026726146,50.000000000000064,4.956931234393617,5.369803694115673,-111.22062206764018,1.4760805744209904,5.134578721908313,25.00490647993219,-32.67450408703395,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,e9f8af5c-62ae-4a70-b015-77da93731b86,76.84719144281331,4.856401177822084,3.261916017643189,1.5688769641514546,-2.64429571698192,68.94227343131247,2.17845626781014,0.0216896834264605,-7.599903388563725,-4.445336593576363,0.5022488353486683,-9.370658701160632,-2.886387433009213,-66.74628013047507,40.38649044535165,906.2658968650225,-2109.013524881559,39.4803497541529,0.165648549986432,-0.9187655839924436,0.3583718174723239,-30.29848490157684,46.99272982002558,-11.548442543003532,-0.2358815322117545,3.2165806531536245,2.2761602575873257,-5.361978972827239,11.028846674550149,,,,,,,,,0.9963686502707676,0.0,,26.207879330061942,medium,high,126.34784140081646,-7.696337653647623,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Slider,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,-1
146,06/01/2025,7:15:18 PM,2,1,Ab Trier,,Right,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,Windup,5,Bottom,1,0,0,Sinker,,BallCalled,,,,,,,87.29497110675717,-0.3843558016464872,-2.9037491471116863,1955.746782455708,248.1490541301892,2:15,4.934513665053217,3.105189974963982,6.000000192000004,-28.407623007679756,8.981430068142373,16.036358924634573,2.209529170141898,-1.7405142989199225,78.21244186641749,-5.7661101460434585,0.1425722085804659,0.4400922852953595,,,,,,,,,,,,-9.672890343592218,4.991780662700774,-2.877738441419515,50.0,4.886735660964519,5.921790638581668,-126.72117753332468,-1.7474349717266422,-15.38260922773497,31.20831437996786,-24.23571796459823,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,726c626d-f63c-4be3-b6ca-326d34fa4c0b,87.52486617583871,4.932610939932964,3.114017878467493,-0.3626283976619064,-3.0100896988072745,78.39235003032266,2.211799849314322,1.7335805998350575,-5.730770360153302,0.0370187477873233,0.4399203458545839,17.036371173872308,7.453377323422813,-30.21619095012557,2.042971258056694,1690.0245891922227,-984.2572656635632,86.41326189836116,-0.3216243480412017,-0.5032641620546057,-0.8020492266304778,,,,,,,,,,,,,,,,,0.9966640269274464,0.0,,,medium,high,91.838674132251,-4.897053255846136,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
147,06/01/2025,7:15:31 PM,2,2,Ab Trier,,Right,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,Windup,5,Bottom,1,1,0,Sinker,,StrikeCalled,,,,,,,86.01153435520466,0.6235889246715605,-3.741663011890791,1921.1436182996351,245.9757136248203,2:15,5.008123315581711,2.718372126306056,6.000000192000004,-29.0627149745427,9.501739103319863,15.047948963745148,3.1670508245285736,-0.489938140626159,76.9291568557699,-4.886581984425974,-0.8867323794955069,0.4469563547151992,,,,,,,,,,,,-9.4196104102829,4.9277463461033895,-2.421869313263989,50.00000000000003,5.042212482013001,7.690866340277509,-124.75168765995348,0.4576917656072266,-14.524999911147152,30.132776757534558,-24.575485301306003,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,18167b09-bce8-4a28-9688-55f5944c91f5,86.24815181644648,5.006256497529368,2.72724657678763,0.6442551482005807,-3.8466374691990297,77.11192998312828,3.1692759695148687,0.4832305877405261,-4.851541716586967,-0.989071954188242,0.4467759557964961,16.036865322203614,7.952551302281657,-34.953488539722535,1.6448958395807134,1574.6027144157142,-1100.6448536599255,81.96173880062975,-0.333685776389029,-0.5729112822049628,-0.7486163672789399,,,,,,,,,,,,,,,,,0.9970149882096526,0.0,,,medium,high,88.51959374437737,-1.703463608096076,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2
148,06/01/2025,7:15:43 PM,2,3,Ab Trier,,Right,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,Windup,5,Bottom,1,1,1,Splitter,,StrikeCalled,,,,,,,77.28708825505362,3.69620177466602,-4.597923473860215,707.7088254254055,283.98973194413685,3:30,3.4018574354803794,4.0060232223512005,6.000000192000004,-47.76594235239519,0.33520352847097,10.725236273792513,2.872468343080782,-0.6173151288102339,68.96044536546906,-5.348957954742314,-2.566577614060356,0.4991708702814164,,,,,,,,,,,,-7.38845631110253,-1.0953054010061771,-3.63689614245388,49.99999999999996,3.6767060399931015,8.688217439425912,-111.7422393646836,5.9135215159505625,-9.132071481181256,24.348440456144367,-33.52783808992359,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,a554c30e-9562-45b9-9dff-bc4f03a2c1c4,77.49423625953621,3.393399947963333,4.012144641693314,3.794918672363537,-4.670739087289015,69.10479173445471,2.8798609686911862,0.61263345391585,-5.235561825400244,-2.6379865238610263,0.4989840208330542,11.4130278577065,-2.310932084084962,-27.578961504054966,11.410127236379305,627.2944445627413,-327.64838074638635,88.63736356342216,0.214279056926588,-0.4629706017152409,-0.8600829655969706,,,,,,,,,,,,,,,,,0.9855202481869284,0.0,,,medium,high,79.73088548725863,-6.314315952609361,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Splitter,Offspeed,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2
149,06/01/2025,7:15:58 PM,2,4,Ab Trier,,Right,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,Windup,5,Bottom,1,1,2,Sinker,,BallCalled,,,,,,,87.66517554672077,1.5781167711889876,-2.8876805030222066,1877.7692062847725,240.94289720024784,2:00,5.275192567396393,3.484766205523481,6.000000192000004,-27.35936279986229,9.76451017955187,12.969321970430828,4.46417352895359,-1.8794764106275543,78.22303074187933,-3.618011663593487,-0.4234978052894603,0.4385288413056117,,,,,,,,,,,,-8.015291181484503,4.739874003413803,-3.25684845908263,49.99999999999999,5.388119522258714,6.006180262867821,-127.20864946727286,2.643102880953584,-12.835303988940858,31.62459575194908,-24.583842028272,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,af2288a0-b504-4d7e-acc9-f707ea4b46c8,87.91288051531347,5.273768364284675,3.492634831777427,1.5937462289608586,-2.982182194976194,78.42038129749845,4.466145631149132,1.8732453272911984,-3.587205674610011,-0.5172730491768012,0.4383433223250665,13.856847276557607,8.263470001605226,-41.79480525896536,77.58306197147303,1399.9453385027894,-1251.4672353983765,74.55364236548681,-0.3620929154394515,-0.6664648835489453,-0.6517002988986955,,,,,,,,,,,,,,,,,0.9938763096903196,0.0,,,medium,high,20.17524422567425,-22.007909349166336,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
